清电能源有限公司,清电能源有限公司，成立于2016年9月，注册资本10000万元。公司成立以来致力于风力发电；技术开发、技术推广、技术转让、技术咨询、技术服务；工程和技术研究等相关业务。公司依托中国清洁能源集团有限公司，建立了系统、稳定的资源平台；拥有经验丰富的管理团队、雄厚的资金支持。目前在兰考县、宁陵县、沈丘县有在建风电场项目。其中我公司兰考县在建风电场被列为河南省重点项目，宁陵县和沈丘县在建风电场也被列入市重点项目。
北京赛服科技有限公司,https://fdjob.bjx.com.cn/companys/61009.html**********
中船海装（北京）新能源投资有限公司,https://fdjob.bjx.com.cn/companys/20074.html**********
中国船舶重工集团（天津）海上风电工程技术有限公司,https://fdjob.bjx.com.cn/companys/55804.html**********
华润电力控股有限公司华东大区,https://fdjob.bjx.com.cn/companys/50643.html**********
江苏宁华能源科技有限公司,"江苏宁华能源科技有限公司（简称“宁华能源”）?是一家专注于为风电市场提供整体项目管理、运营维护解决方案的独立第三方服务商（ISP）。公司起步于海洋风电船舶和风力发电设备的调试、维护。宁华能源坐落于江苏如东经济开发区，公司本着以打造成为集“运维服务、备件供应与服务、智慧预维护、专业人才服务”四位一体、协同共享发展的行业一流风电运维综合性独立第三方服务商。公司预计2020年公司人员规模达到200人左右，其中大专及本科以上学历人数达90%，管理团队和运维团队年轻化。       宁华能源秉持“科技创新、智慧服务”的理念，弘扬“和谐、创新、追求卓越”的企业精神,不断的发展壮大，我们目前拥有一批核心技术人员和优秀现场管理人员，对风机尤其是海上风机的吊装、调试、定维、运维有着丰富的实战经验，拥有国内最早从事海上风电运营维护的专业队伍，目前国内最大的海上风电场，最大的海上风电机组，通过我们的精心呵护，正在健康运行。       我们的团队为客户提供全方位的技术服务，包括安装督导、调试、维护、技术培训、叶片维护、风机清洗、风场运营、风机检测、库存优化等服务内容。同时，凭借多年的服务经验，我们还可根据客户的具体需求提供定制化风机技术服务，从而更加经济、准确地为客户提供服务。"
天津顺源弗斯特机电技术有限公司,"天津顺源弗斯特机电技术有限公司是一家致力于风电后市场服务的高科技公司,为客户提供从风机备件销售,风机运维和检修,到整体解决方案的全产业链服务。公司成立于2007年,注册资本5000万元。公司坐落于天津市西青区高新技术产业园区。    目前公司的主营业务包括:    第一,风机的运维和检修,以及大部件维修和技改;     第二,各类机型,各个品类的备品备件销售及技术支持;    第三,叶片的检查和维修;    第四，齿轮箱维修。"
挪亚检测认证集团有限公司,https://fdjob.bjx.com.cn/companys/56770.html**********
上海汲阳新能源科技有限公司,https://fdjob.bjx.com.cn/companys/56741.html**********
青岛天晖能源技术有限公司,"中泰国能(青岛)控股集团有限公司办公室地址位于中国品牌之都、世界啤酒之城青岛，山东省青岛市黄岛区江山中路193号816，于2019年04月24日在青岛市黄岛区市场和质量监督管理局注册成立，注册资本为10000万元人民币，公司成立以来发展迅速，业务不断发展壮大我公司主要经营以自有资金投资、企业管理信息咨询(未经金融监管部门批准,不得从事吸收存款、融资担保、代客理财等金融业务);工程项目管理;人力资源信息咨询服务(不含劳务派遣);国内公路、铁路货运代理;教育信息咨询(不含教育培训及举办托幼机构);代理、设计、发布国内广告业务;道路工程施工;物业管理;经营其它无需行政审批即可经营的一般经营项目。(依法须经批准的项目,经相关部门批准后方可开展经营活动)，我们有好的产品和专业的销售和技术团队，我公司属于青岛投资与资产管理业黄页行业，如果您对我公司的产品服务有兴趣，期待您在线留言或者来电咨询"
中广核新能源投资（深圳）有限公司北京分公司,https://fdjob.bjx.com.cn/companys/9376.html**********
河南豫能电力检修工程有限公司,河南豫能电力检修工程有限公司、河南豫能新能源有限公司隶属河南投资集团有限公司电力板块。        检修公司设立于2010年10月，本部位于郑州市高新技术开发区。工作目标是充分利用和有效优化集团电力板块检修资源，实现检修工作专业化、标准化、系统化；通过点检定修等科学化管理手段的运作，确保集团电力板块近1000万发电机组设备的安全、稳定、经济运行。检修公司注册资本金4800万元，经营范围涵盖电力设备安装、调试、维护、检修、防腐、保温及技术改造；电力专业技术咨询、技术服务机电设备修理、销售等领域。公司拥有承修一级电力设施许可证，机电设备安装工程专业承包三级资质证，安全生产许可证等，通过了ISO9001、ISO14001、OHSAS18001三大管理体系认证。          检修公司拥有一支管理规范、技术精湛、专业齐全、作风过硬、服务优良的员工队伍，现有员工260人，其中专业技术人员182人，具有高级技术职称26人，中级职称59人，注册建造师5人。           河南豫能新能源有限公司于2016年6月设立，与河南豫能电力检修工程有限公司一套人马、两块牌子、统一管理。主要业务方向是：积极开发风力发电、稳步择优开发生物质秸秆发电、垃圾发电、光伏发电项目。        新能源公司按照省内可再生能源配额要求进行投资，目前注册资本金1亿元。2020年之前，集团所需新能源配额电量约52亿度，需开发新能源项目折合风电装机260万千瓦，至十三五期间，集团开发新能源项目投资总额保守估计为200亿元。        目前，豫能新能源公司储备风电项目15个，共210万千瓦（其中包括已获省发改委核准风电项目2个15万千瓦；上报省发改委2017年核准计划项目3个40万千瓦；已与各当地政府签订合作框架协议并顺利开展前期工作的项目9个150万千瓦；拟收购风电项目1个5万千瓦，储备生物质项目3个9万千瓦。全部储备项目折合风电装机246万千瓦，分布在省内17个县区。
国家电投集团江苏电力有限公司,https://fdjob.bjx.com.cn/companys/22166.html**********
北控风力发电有限公司,"北控风力发电有限公司简介北控风力发电有限公司成立于2017年8月29日,注册资本7.2亿,是北控清洁能源集团有限公司(01250.HK,以下简称“北控清洁能源”)的子公司北控清洁能源集团有限公司简介北控清洁能源集团有限公司(01250.HK,以下简称“北控清洁能源”),是北京市国资委企业北控集团之北控水务集团有限公司、央企中信集团之中信产业投资基金管理有限公司、清华大学之启迪控股集团,携手国内优秀清洁能源技术团队,共同打造的以清洁能源资产为主的投资、建设、运营一体化的平台。北控清洁能源集团具备健康的法人治理结构、强大的股东资源支持、灵活的产业金融渠道、高效灵活的决策机制,从2015年4月成立并在香港主板挂牌上市至今,在光伏电站、分布式光伏、风电、区域能源、微网、智慧城市等领域资产规模实现快速增长,2016年底经营业绩实现1212%增长率,2017年Q2经营业绩实现538%增长率。集团共持有及共同开发的光伏、风电等电站项目总容量超过2.4GW,待开工及储备资源超过20GW,资产规模扩张速度居能源类企业前列,被誉为中国清洁能源领域的“黑马”。集团具备良好的融资渠道和授信评级,与信达资产、华能租赁、徽商银行等金融机构共同成立10余支产业基金,并与西藏自治区等多地政府等签订战略合作协议。未来,北控清洁能源将多元发展、全球布局,定位于以清洁能源为主的能源公用事业综合服务商,重点以光伏发电、风电、智能微网、储能、供热、智慧城市为主,计划三年内发展成为国际性能源类规模领先企业。投资区域遍布河北、河南、山东、山西、江西、湖北、安徽、云南、西藏等全国20余个省市。"
北控清洁能源集团有限公司,https://fdjob.bjx.com.cn/companys/31848.html**********
中国电建集团华东勘测设计研究院有限公司,https://fdjob.bjx.com.cn/companys/27156.html**********
天合光能股份有限公司,"天合光能股份有限公司(简称“天合光能”)创立于1997年,为中国早期登陆美国纽交所上市的太阳能企业之一。截至2017年底,天合光能组件累计出货量超过30吉瓦,全球领先,在每块组件均正常运行的情况下,将太阳光转化成的电力相比于火力发电,一年可减排二氧化碳3000万吨。天合光能结合智能应用,自主研发推出了包括智能组件、储能系统、智能系统、智能运维等全面能源解决方案。天合光能还向下游延伸,为客户提供开发、融资、设计、施工、运维等一站式系统集成解决方案。截至2017年底,公司全球项目累计并网量近2吉瓦。作为全球领先的太阳能整体解决方案提供商,天合光能率先打造能源物联网品牌,正走向全球能源物联网的引领者。2018年3月,天合光能携手多家行业领军企业和科研院校,成立天合能源物联网产业发展联盟,并与众多合作伙伴共建能源物联网生态圈。 天合光能注重在安全、环境、健康方面的投入,在全球太阳能生产商产品安全评比中,公司综合排名位列全球太阳能制造商前三。2017年,天合光能凭借在环境保护和劳动者权益保护两方面的突出表现,在欧洲第三方独立评估机构EcoVadis的全球性企业社会责任(CSR)评估中,获金奖评级。天合光能借助遍布于亚洲、欧洲、北美的营销网络以及安装商、合作伙伴,致力于打造一个可持续发展的光伏企业样板。公司高品质的光伏产品,给世界各地的民用、商用、公用以及大规模公共设施带来清洁、可靠的太阳能。2017年,天合光能再次获评彭博新能源财经(BNEF)“全球最具融资价值组件品牌”。BNEF在全球范围针对50个主要组件品牌进行问卷调查,调查结果显示,天合光能的组件相较其他品牌更容易获得贷款融资,天合光能的组件品牌获得了全球范围的广泛认可。天合光能凭借在推进光伏产业加速迈向平价电力时代,以及在推广太阳能运用方面的贡献,在2010年成为达沃斯世界经济论坛太阳能行业的首个行业塑造者。2014年6月,中国光伏行业协会正式成立,天合光能董事长兼首席执行官高纪凡当选第一任理事长,并于2017年10月连任第二届理事长。2015年12月高纪凡董事长当选全球太阳能理事会联席主席。2016年二十国集团领导人峰会期间,天合光能积极参加G20和B20相关对话磋商,代表全球太阳能理事会发表致二十国领导人倡议书,呼吁各国领导人重视并支持太阳能光伏产业发展。设立在天合光能的“光伏科学与技术国家重点实验室”,是中国首批获得科技部认定的企业国家重点实验室。天合光能汇聚了以海内外优秀科研人员为骨干的技术创新队伍,与世界一流的研发和认证测试机构合作,引领中国光伏企业开启了参与制定国际标准的先河,成为全球太阳能行业的创新引领者和标准制定者,发明专利数量居光伏行业前列。作为全球太阳能领域企业与公共部门合作推进开放创新的典范,“光伏科学与技术国家重点实验室”入选世界经济论坛关于创新的成功案例,在全球范围内被广泛分享。至今,天合光能“光伏科学与技术国家重点实验室”在光伏电池转换效率和组件输出功率方面连续18次创造和刷新世界纪录。天合光能积极加快全球化步伐,推进高层次人才队伍建设,近年来引进了来自30多个国家和地区的国际化高层次管理、研发人才。公司先后在瑞士苏黎世、美国加州圣何塞、新加坡设立了欧洲、美洲、亚太中东区域总部,并在东京、马德里、米兰、悉尼、北京、上海等地设立了办事处,业务遍布全球100多个国家和地区。2016年,天合光能的产品销售在全球继续增长的同时,生产基地也进入全球布局的战略新阶段。公司先后在泰国、马来西亚、越南进行产能布局,拉近与海外客户的距离。展望未来,天合人将在“成就客户、开放心胸、全力以赴、追求卓越”的企业核心价值观指引下,以合作开放的态度汇聚各方力量,共同打造百年企业,引领全球光伏行业用太阳能造福全人类!"
西安协诚电力技术有限公司,https://fdjob.bjx.com.cn/companys/52334.html**********
中机国能浙江工程有限公司,https://fdjob.bjx.com.cn/companys/29805.html**********
金风科技河北有限公司,"金风科技河北有限公司,2016年08月16日成立，经营范围包括大型风力发电机组及零部件的销售；有关风机制造、风电场建设运营方面的技术服务与技术咨询；风力发电机零部件的制造及销售；风力发电项目的开发、建设、维护及技术咨询；光伏发电项目的开发、建设、维护及技术咨询；技术开发、技术咨询、技术服务；环保项目建设、开发、运营；农业项目建设、开发、运营。（依法须经批准的项目，经相关部门批准后方可开展经营活动）"
北京天润新能投资有限公司,天润新能于2007年成立，注册资本55.5亿，拥有10余年风电领域成功经验。截止至2018年底，累积核准逾1100万千瓦，累计并网装机容量642.6万千瓦（CWEA公布）。12年间，公司资产规模从2007年的3300万元增加至目前304亿元，纳税累计已超过4.2亿元。天润新能依托金风科技优势，以清洁能源咨询、规划、开发、投资、融资、工程建设、发电运维等传统陆上风力发电业务为主体，同时积极拓展包括海上风电、分布式能源、智能微网、多能互补、储能、风电制氢供暖、售电业务、绿色电力交易和一站式低碳能源解决方案等在内的能源管理及多元化产品创新业务，致力于成为一流的清洁能源服务共享平台。
金风技术研究院,"关于金风科技

新疆金风科技股份有限公司(以下简称“金风科技”)成立于1998年，是中国最早从事风电机组研发和制造企业之一。金风科技拥有自主知识产权的直驱永磁技术，代表着全球风力发电领域最具成长前景的技术路线。于2007年同时在深圳证券交易所 (股票代码：002202)和香港联合交易所(股票代码：2208)上市。

2015年全球风机制造商排名第一(根据BNEF装机统计),是全球最大的直驱永磁的风电机组制造商及风电整体解决方案供应商，现拥有员6500余人，其中研发技术人员一千五百余人，超过公司总人数的20%;公司资产规模从2000年的5400万元增加至目前约600亿元，近1200倍增幅。曾两次荣获美国麻省理工学院《科技评论》杂志评选出的“全球最具创新能力企业50强”, 又凭借在风电及清洁能源领域的杰出成就和突出贡献成为2014年中国清洁技术20强项目(CT20)的第一名，并被授予“行业领袖奖”。

未来，金风科技将以归零平和的心态继续前进，虚心向国际一流企业学习，深化企业文化建设，坚持“一个发展(国际化发展)，两轮驱动(生产经营、资本运营两轮驱动)、三大业务(风电设备系统集成、智慧能源管理服务、清洁电力及环保三大任务)、四项措施(加速发展战略性业务、促进新技术跨界应用，推动内外部协同合作、深化精益管理四项措施)、六个坚持(坚定信念、风险认识、市场意识、创新竞争、诚实守信、以人为本)”的总体战略思路，引领公司未来业务发展与管理的提升，打造核心竞争能力，力争进入全球先进风电设备制造企业行列，奠定一家百年企业的文化根基，实现“为人类奉献白云蓝天，给未来留下更多资源”的企业使命。

公司产品

金风科技在短短18年中，公司便实现了诸多国际风电巨头数十年才完成的技术跨越。公司拥有完全自主知识产权的直驱永磁技术代表着当前风电行业最为先进的技术路线，并且以“发电效率高、运行成本低、可靠性能好以及并网性能优”等综合优势，成为新一代的风机产品，引领着全球风机制造的新潮流，正日益被全球越来越多的客户所认可。

迄今，金风科技已开发出600kW、750kW、1.2MW、1.5MW、2.5MW以及3MW的风电机组，6MW及以上更大功率的风电机组则正在积极研发当中。金风科技是国家科技部和发改委指定的国家级企业技术中心，长期承担着国家多项科技攻关项目，当中就包括著名的国家「863」项目以及多个「五年计划」项目。

业务模式

金风科技致力于成为全球风电整体解决方案的领先供应商。公司研发、设计和制造风电机组，产品除广获中国主要电力集团的采用，还进入了美国和欧洲等海外市场;金风科技提供风电投资咨询、项目建设、运行维护等全方位服务，为全球客户创造最大的便利与价值;金风科技直接投资风电场建设，达到运营成熟后，向有需要的客户加以转让。此外，金风科技还瞄准风能产业的未来趋势，启动了对储能技术、智能电网、分布式发电、风能海水淡化、风光互补等风能高级应用的积极探索。这一业务模式的转变正在不断巩固和增强公司在全球风电产业链的领导地位。

新员工发展保障

加盟金风

在这里，视员工为宝贵的资源，个人的成长是企业的增值;

在这里，唯才是举，重视能力，公司为个人发展提供广阔空间;

在这里，有和谐的同事关系，开心的工作环境，工作的每一天都是愉快而充实的;

在这里，与专业人士共同工作，站在高起点，您会成长更快;

在这里，您可得到专家的指点，使自己少走弯路，驶入成功的快车道;

在这里，有承担重大项目的工作机会，有施展能力的宽阔舞台。

培训机会

公司为员工提供自身发展的各种培训，除了常规的新员工入职培训及其他针对专业技能、管理技能的培训之外，公司还会根据业务需要为员工提供海外专业技术培训;

公司员工在公司工作满三年有在职读研的机会;

不断开发员工潜能，使员工能力及自身价值得到全方位提升，是金风不懈努力的方向。

完善的福利

每天有四通八达的班车方便员工上下班;

营养卫生的免费工作餐;

带薪休假;

社会保险、补充医疗保险、住房公积金;

高额的年终奖金;

生日party、集体婚礼;

意外伤害保险，免除员工出行之忧;

根据工作需要报销通讯费;

每年一次健康检查。

地址：北京市经济技术开发区康定街19号(一期) 北京市经济技术开发区博兴一路8号(二期)

邮编：100176

网址：www.goldwind.com.cn"
金风风电产业集团—交付中心,"关于金风科技新疆金风科技股份有限公司(以下简称“金风科技”)成立于1998年，是中国最早从事风电机组研发和制造企业之一。金风科技拥有自主知识产权的直驱永磁技术，代表着全球风力发电领域最具成长前景的技术路线。于2007年同时在深圳证券交易所 (股票代码：002202)和香港联合交易所(股票代码：2208)上市。2015年全球风机制造商排名第一(根据BNEF装机统计),是全球最大的直驱永磁的风电机组制造商及风电整体解决方案供应商，现拥有员6500余人，其中研发技术人员一千五百余人，超过公司总人数的20%;公司资产规模从2000年的5400万元增加至目前约600亿元，近1200倍增幅。曾两次荣获美国麻省理工学院《科技评论》杂志评选出的“全球最具创新能力企业50强”, 又凭借在风电及清洁能源领域的杰出成就和突出贡献成为2014年中国清洁技术20强项目(CT20)的第一名，并被授予“行业领袖奖”。未来，金风科技将以归零平和的心态继续前进，虚心向国际一流企业学习，深化企业文化建设，坚持“一个发展(国际化发展)，两轮驱动(生产经营、资本运营两轮驱动)、三大业务(风电设备系统集成、智慧能源管理服务、清洁电力及环保三大任务)、四项措施(加速发展战略性业务、促进新技术跨界应用，推动内外部协同合作、深化精益管理四项措施)、六个坚持(坚定信念、风险认识、市场意识、创新竞争、诚实守信、以人为本)”的总体战略思路，引领公司未来业务发展与管理的提升，打造核心竞争能力，力争进入全球先进风电设备制造企业行列，奠定一家百年企业的文化根基，实现“为人类奉献白云蓝天，给未来留下更多资源”的企业使命。公司产品金风科技在短短18年中，公司便实现了诸多国际风电巨头数十年才完成的技术跨越。公司拥有完全自主知识产权的直驱永磁技术代表着当前风电行业最为先进的技术路线，并且以“发电效率高、运行成本低、可靠性能好以及并网性能优”等综合优势，成为新一代的风机产品，引领着全球风机制造的新潮流，正日益被全球越来越多的客户所认可。迄今，金风科技已开发出600kW、750kW、1.2MW、1.5MW、2.5MW以及3MW的风电机组，6MW及以上更大功率的风电机组则正在积极研发当中。金风科技是国家科技部和发改委指定的国家级企业技术中心，长期承担着国家多项科技攻关项目，当中就包括著名的国家「863」项目以及多个「五年计划」项目。业务模式金风科技致力于成为全球风电整体解决方案的领先供应商。公司研发、设计和制造风电机组，产品除广获中国主要电力集团的采用，还进入了美国和欧洲等海外市场;金风科技提供风电投资咨询、项目建设、运行维护等全方位服务，为全球客户创造最大的便利与价值;金风科技直接投资风电场建设，达到运营成熟后，向有需要的客户加以转让。此外，金风科技还瞄准风能产业的未来趋势，启动了对储能技术、智能电网、分布式发电、风能海水淡化、风光互补等风能高级应用的积极探索。这一业务模式的转变正在不断巩固和增强公司在全球风电产业链的领导地位。新员工发展保障加盟金风在这里，视员工为宝贵的资源，个人的成长是企业的增值;在这里，唯才是举，重视能力，公司为个人发展提供广阔空间;在这里，有和谐的同事关系，开心的工作环境，工作的每一天都是愉快而充实的;在这里，与专业人士共同工作，站在高起点，您会成长更快;在这里，您可得到专家的指点，使自己少走弯路，驶入成功的快车道;在这里，有承担重大项目的工作机会，有施展能力的宽阔舞台。培训机会公司为员工提供自身发展的各种培训，除了常规的新员工入职培训及其他针对专业技能、管理技能的培训之外，公司还会根据业务需要为员工提供海外专业技术培训;公司员工在公司工作满三年有在职读研的机会;不断开发员工潜能，使员工能力及自身价值得到全方位提升，是金风不懈努力的方向。完善的福利每天有四通八达的班车方便员工上下班;营养卫生的免费工作餐;带薪休假;社会保险、补充医疗保险、住房公积金;高额的年终奖金;生日party、集体婚礼;意外伤害保险，免除员工出行之忧;根据工作需要报销通讯费;每年一次健康检查。地址：北京市经济技术开发区康定街19号(一期) 北京市经济技术开发区博兴一路8号(二期)邮编：100176网址：www.goldwind.com.cn"
金风风电产业集团—金风慧能,"关于金风科技新疆金风科技股份有限公司(以下简称“金风科技”)成立于1998年，是中国最早从事风电机组研发和制造企业之一。金风科技拥有自主知识产权的直驱永磁技术，代表着全球风力发电领域最具成长前景的技术路线。于2007年同时在深圳证券交易所 (股票代码：002202)和香港联合交易所(股票代码：2208)上市。2015年全球风机制造商排名第一(根据BNEF装机统计),是全球最大的直驱永磁的风电机组制造商及风电整体解决方案供应商，现拥有员6500余人，其中研发技术人员一千五百余人，超过公司总人数的20%;公司资产规模从2000年的5400万元增加至目前约600亿元，近1200倍增幅。曾两次荣获美国麻省理工学院《科技评论》杂志评选出的“全球最具创新能力企业50强”, 又凭借在风电及清洁能源领域的杰出成就和突出贡献成为2014年中国清洁技术20强项目(CT20)的第一名，并被授予“行业领袖奖”。未来，金风科技将以归零平和的心态继续前进，虚心向国际一流企业学习，深化企业文化建设，坚持“一个发展(国际化发展)，两轮驱动(生产经营、资本运营两轮驱动)、三大业务(风电设备系统集成、智慧能源管理服务、清洁电力及环保三大任务)、四项措施(加速发展战略性业务、促进新技术跨界应用，推动内外部协同合作、深化精益管理四项措施)、六个坚持(坚定信念、风险认识、市场意识、创新竞争、诚实守信、以人为本)”的总体战略思路，引领公司未来业务发展与管理的提升，打造核心竞争能力，力争进入全球先进风电设备制造企业行列，奠定一家百年企业的文化根基，实现“为人类奉献白云蓝天，给未来留下更多资源”的企业使命。公司产品金风科技在短短18年中，公司便实现了诸多国际风电巨头数十年才完成的技术跨越。公司拥有完全自主知识产权的直驱永磁技术代表着当前风电行业最为先进的技术路线，并且以“发电效率高、运行成本低、可靠性能好以及并网性能优”等综合优势，成为新一代的风机产品，引领着全球风机制造的新潮流，正日益被全球越来越多的客户所认可。迄今，金风科技已开发出600kW、750kW、1.2MW、1.5MW、2.5MW以及3MW的风电机组，6MW及以上更大功率的风电机组则正在积极研发当中。金风科技是国家科技部和发改委指定的国家级企业技术中心，长期承担着国家多项科技攻关项目，当中就包括著名的国家「863」项目以及多个「五年计划」项目。业务模式金风科技致力于成为全球风电整体解决方案的领先供应商。公司研发、设计和制造风电机组，产品除广获中国主要电力集团的采用，还进入了美国和欧洲等海外市场;金风科技提供风电投资咨询、项目建设、运行维护等全方位服务，为全球客户创造最大的便利与价值;金风科技直接投资风电场建设，达到运营成熟后，向有需要的客户加以转让。此外，金风科技还瞄准风能产业的未来趋势，启动了对储能技术、智能电网、分布式发电、风能海水淡化、风光互补等风能高级应用的积极探索。这一业务模式的转变正在不断巩固和增强公司在全球风电产业链的领导地位。新员工发展保障加盟金风在这里，视员工为宝贵的资源，个人的成长是企业的增值;在这里，唯才是举，重视能力，公司为个人发展提供广阔空间;在这里，有和谐的同事关系，开心的工作环境，工作的每一天都是愉快而充实的;在这里，与专业人士共同工作，站在高起点，您会成长更快;在这里，您可得到专家的指点，使自己少走弯路，驶入成功的快车道;在这里，有承担重大项目的工作机会，有施展能力的宽阔舞台。培训机会公司为员工提供自身发展的各种培训，除了常规的新员工入职培训及其他针对专业技能、管理技能的培训之外，公司还会根据业务需要为员工提供海外专业技术培训;公司员工在公司工作满三年有在职读研的机会;不断开发员工潜能，使员工能力及自身价值得到全方位提升，是金风不懈努力的方向。完善的福利每天有四通八达的班车方便员工上下班;营养卫生的免费工作餐;带薪休假;社会保险、补充医疗保险、住房公积金;高额的年终奖金;生日party、集体婚礼;意外伤害保险，免除员工出行之忧;根据工作需要报销通讯费;每年一次健康检查。地址：北京市经济技术开发区康定街19号(一期) 北京市经济技术开发区博兴一路8号(二期)邮编：100176网址：www.goldwind.com.cn"
金风风电产业集团—海上业务单元,"关于金风科技新疆金风科技股份有限公司(以下简称“金风科技”)成立于1998年，是中国最早从事风电机组研发和制造企业之一。金风科技拥有自主知识产权的直驱永磁技术，代表着全球风力发电领域最具成长前景的技术路线。于2007年同时在深圳证券交易所 (股票代码：002202)和香港联合交易所(股票代码：2208)上市。2015年全球风机制造商排名第一(根据BNEF装机统计),是全球最大的直驱永磁的风电机组制造商及风电整体解决方案供应商，现拥有员6500余人，其中研发技术人员一千五百余人，超过公司总人数的20%;公司资产规模从2000年的5400万元增加至目前约600亿元，近1200倍增幅。曾两次荣获美国麻省理工学院《科技评论》杂志评选出的“全球最具创新能力企业50强”, 又凭借在风电及清洁能源领域的杰出成就和突出贡献成为2014年中国清洁技术20强项目(CT20)的第一名，并被授予“行业领袖奖”。未来，金风科技将以归零平和的心态继续前进，虚心向国际一流企业学习，深化企业文化建设，坚持“一个发展(国际化发展)，两轮驱动(生产经营、资本运营两轮驱动)、三大业务(风电设备系统集成、智慧能源管理服务、清洁电力及环保三大任务)、四项措施(加速发展战略性业务、促进新技术跨界应用，推动内外部协同合作、深化精益管理四项措施)、六个坚持(坚定信念、风险认识、市场意识、创新竞争、诚实守信、以人为本)”的总体战略思路，引领公司未来业务发展与管理的提升，打造核心竞争能力，力争进入全球先进风电设备制造企业行列，奠定一家百年企业的文化根基，实现“为人类奉献白云蓝天，给未来留下更多资源”的企业使命。公司产品金风科技在短短18年中，公司便实现了诸多国际风电巨头数十年才完成的技术跨越。公司拥有完全自主知识产权的直驱永磁技术代表着当前风电行业最为先进的技术路线，并且以“发电效率高、运行成本低、可靠性能好以及并网性能优”等综合优势，成为新一代的风机产品，引领着全球风机制造的新潮流，正日益被全球越来越多的客户所认可。迄今，金风科技已开发出600kW、750kW、1.2MW、1.5MW、2.5MW以及3MW的风电机组，6MW及以上更大功率的风电机组则正在积极研发当中。金风科技是国家科技部和发改委指定的国家级企业技术中心，长期承担着国家多项科技攻关项目，当中就包括著名的国家「863」项目以及多个「五年计划」项目。业务模式金风科技致力于成为全球风电整体解决方案的领先供应商。公司研发、设计和制造风电机组，产品除广获中国主要电力集团的采用，还进入了美国和欧洲等海外市场;金风科技提供风电投资咨询、项目建设、运行维护等全方位服务，为全球客户创造最大的便利与价值;金风科技直接投资风电场建设，达到运营成熟后，向有需要的客户加以转让。此外，金风科技还瞄准风能产业的未来趋势，启动了对储能技术、智能电网、分布式发电、风能海水淡化、风光互补等风能高级应用的积极探索。这一业务模式的转变正在不断巩固和增强公司在全球风电产业链的领导地位。新员工发展保障加盟金风在这里，视员工为宝贵的资源，个人的成长是企业的增值;在这里，唯才是举，重视能力，公司为个人发展提供广阔空间;在这里，有和谐的同事关系，开心的工作环境，工作的每一天都是愉快而充实的;在这里，与专业人士共同工作，站在高起点，您会成长更快;在这里，您可得到专家的指点，使自己少走弯路，驶入成功的快车道;在这里，有承担重大项目的工作机会，有施展能力的宽阔舞台。培训机会公司为员工提供自身发展的各种培训，除了常规的新员工入职培训及其他针对专业技能、管理技能的培训之外，公司还会根据业务需要为员工提供海外专业技术培训;公司员工在公司工作满三年有在职读研的机会;不断开发员工潜能，使员工能力及自身价值得到全方位提升，是金风不懈努力的方向。完善的福利每天有四通八达的班车方便员工上下班;营养卫生的免费工作餐;带薪休假;社会保险、补充医疗保险、住房公积金;高额的年终奖金;生日party、集体婚礼;意外伤害保险，免除员工出行之忧;根据工作需要报销通讯费;每年一次健康检查。地址：北京市经济技术开发区康定街19号(一期) 北京市经济技术开发区博兴一路8号(二期)邮编：100176网址：www.goldwind.com.cn"
